date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2023-12-06,156.1793146662778,154.93056853902578,141.3510945140587,131.9244637058173,146.1998275034873,130.98980983077695
2023-12-07,156.02808447573503,155.68466168440978,142.5640376680929,132.27182916156926,146.1628189088794,129.99691321545512
2023-12-11,154.08194388762675,154.44245251122837,140.5099136613692,131.67884423470096,143.95385968859583,125.35706762753372
2023-12-12,155.14143610293385,155.25300228586556,141.19565632640587,136.11927417651245,146.47284447185834,128.50271392365855
2023-12-13,157.0429524135506,157.86952256150846,143.74832862163814,136.35896328196478,148.205073318222,130.62233175521288
2023-12-14,159.77214407169575,160.9458907610076,146.76110750305625,134.8103707710735,149.3010095454078,131.08864868702472
2023-12-15,159.56572630586874,159.10482090089755,146.55839318459658,134.53777500529432,147.98811392216803,128.3967793851305
2023-12-18,156.49159274905924,157.61405358461607,144.4911369193154,134.22689905620484,146.67115243467308,127.86590965783954
2023-12-19,157.59334059640398,158.99480997091422,144.70411827628362,137.06928298421238,148.95013254577862,131.17204798040638
2023-12-20,159.12686196184194,158.76741880460054,145.0245453850856,133.1674784959486,147.5341199631321,128.7596525018117
2023-12-21,159.3567272894087,160.47993461391005,145.83444758557457,136.22897182289242,149.40115881489245,130.8270288132412
2023-12-22,160.3329563575307,160.91186028090075,146.9299167176039,137.867629906895,150.70800229576633,132.73192526510618
2023-12-26,161.2149956692415,160.45329461212296,148.46734604217605,141.48185165601373,152.62212517328805,135.75141089668196
2023-12-27,162.28571063828215,160.12696827495517,148.07600473716383,141.7208526557442,153.05330175278985,136.44050166183405
2023-12-28,163.11147777145248,160.8131131186894,149.217556158313,140.54616602351282,152.5022380343273,134.30403106663059
2023-12-29,163.46108104693974,160.88456594322463,147.983123853912,140.53461813563788,152.5747643559727,134.21682792567208
2024-01-02,163.14972016731656,160.06805153178104,148.28922486246944,136.63685763107011,150.6470237258398,132.09301849170208
2024-01-03,162.52075278806427,159.29222912671585,146.5906269101467,136.52936931633602,150.47457038311708,132.752525685554
