published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes
2022-08-29,2022-08-29,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 135"
2022-08-31,2022-08-31,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 135"
2022-09-02,2022-09-02,Credicorp Capital,ILC,Mantener,,,,,"Histórico validado, página 134"
2022-09-08,2022-09-08,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 133"
2022-09-08,2022-09-08,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 133"
2022-09-08,2022-09-08,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 133"
2022-09-14,2022-09-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 131"
2022-09-14,2022-09-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 131"
2022-09-20,2022-09-20,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 129"
2022-09-20,2022-09-20,Credicorp Capital,ANDINA-B,Inferior al mercado,,,,,"Histórico validado, página 129"
2022-09-20,2022-09-20,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,EMBONOR-B,Comprar,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 130"
2022-09-20,2022-09-20,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 131"
2022-09-20,2022-09-20,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 131"
2022-09-21,2022-09-21,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 129"
2022-09-21,2022-09-21,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 129"
2022-09-21,2022-09-21,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 129"
2022-09-23,2022-09-23,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 128"
2022-09-26,2022-09-26,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 128"
2022-09-27,2022-09-27,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 127"
2022-09-29,2022-09-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 126"
2022-09-30,2022-09-30,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 126"
2022-10-03,2022-10-03,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 125"
2022-10-04,2022-10-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 125"
2022-10-04,2022-10-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 125"
2022-10-04,2022-10-04,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 125"
2022-10-05,2022-10-05,Credicorp Capital,QUINENCO,Comprar,,,,,"Histórico validado, página 125"
2022-10-05,2022-10-05,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 125"
2022-10-11,2022-10-11,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 124"
2022-10-11,2022-10-11,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 124"
2022-10-11,2022-10-11,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 124"
2022-10-13,2022-10-13,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 122"
2022-10-14,2022-10-14,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 124"
2022-10-21,2022-10-21,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 159"
2022-10-25,2022-10-25,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 158"
2022-10-27,2022-10-27,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 157"
2022-10-28,2022-10-28,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 157"
2022-10-28,2022-10-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 157"
2022-10-28,2022-10-28,Credicorp Capital,SONDA,Mantener,,,,,"Histórico validado, página 156"
2022-11-02,2022-11-02,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 156"
2022-11-03,2022-11-03,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 156"
2022-11-03,2022-11-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 156"
2022-11-04,2022-11-04,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 155"
2022-11-04,2022-11-04,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 155"
2022-11-08,2022-11-08,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 154"
2022-11-10,2022-11-10,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 153"
2022-11-11,2022-11-11,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 153"
2022-11-14,2022-11-14,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 152"
2022-11-14,2022-11-14,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 152"
2022-11-15,2022-11-15,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 152"
2022-11-19,2022-11-19,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 153"
2022-11-21,2022-11-21,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 150"
2022-11-23,2022-11-23,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 149"
2022-11-24,2022-11-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 149"
2022-11-24,2022-11-24,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 149"
2022-11-24,2022-11-24,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 149"
2022-11-25,2022-11-25,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 148"
2022-11-25,2022-11-25,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 148"
2022-11-28,2022-11-28,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 148"
2022-11-28,2022-11-28,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 148"
2022-11-28,2022-11-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 148"
2022-11-28,2022-11-28,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 148"
2022-11-29,2022-11-29,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 148"
2022-11-29,2022-11-29,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 148"
2022-11-30,2022-11-30,Credicorp Capital,ILC,Comprar,,,,,"Histórico validado, página 147"
2022-12-01,2022-12-01,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 147"
2022-12-02,2022-12-02,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 147"
2022-12-02,2022-12-02,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 147"
2022-12-06,2022-12-06,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 146"
2022-12-06,2022-12-06,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 146"
2022-12-06,2022-12-06,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 146"
2022-12-07,2022-12-07,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 145"
2022-12-07,2022-12-07,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 145"
2022-12-07,2022-12-07,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 145"
2022-12-07,2022-12-07,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 145"
2022-12-09,2022-12-09,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 145"
2022-12-09,2022-12-09,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 145"
2022-12-14,2022-12-14,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 144"
2022-12-14,2022-12-14,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 144"
2022-12-14,2022-12-14,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 144"
2022-12-15,2022-12-15,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 143"
2022-12-15,2022-12-15,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 143"
2022-12-15,2022-12-15,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 143"
2022-12-15,2022-12-15,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 144"
2022-12-16,2022-12-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 143"
2022-12-21,2022-12-21,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 142"
2022-12-23,2022-12-23,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 141"
2022-12-23,2022-12-23,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 141"
2022-12-26,2022-12-26,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 180"
2022-12-26,2022-12-26,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 180"
2022-12-27,2022-12-27,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 180"
2022-12-29,2022-12-29,Credicorp Capital,ANDINA-B,Inferior al mercado,,,,,"Histórico validado, página 179"
2022-12-29,2022-12-29,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 179"
2022-12-29,2022-12-29,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 179"
2022-12-29,2022-12-29,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 179"
2023-01-04,2023-01-04,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 179"
2023-01-06,2023-01-06,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 178"
2023-01-06,2023-01-06,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 178"
2023-01-06,2023-01-06,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 178"
2023-01-06,2023-01-06,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 178"
2023-01-06,2023-01-06,Credicorp Capital,COLBUN,Subponderar,,,,,"Histórico validado, página 178"
2023-01-06,2023-01-06,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 178"
2023-01-11,2023-01-11,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 177"
2023-01-12,2023-01-12,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 176"
2023-01-17,2023-01-17,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 176"
2023-01-18,2023-01-18,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 176"
2023-01-18,2023-01-18,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 176"
2023-01-18,2023-01-18,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 176"
2023-01-26,2023-01-26,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 172"
2023-02-01,2023-02-01,Credicorp Capital,ANDINA-B,Subponderar,,,,,"Histórico validado, página 170"
2023-02-02,2023-02-02,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 170"
2023-02-03,2023-02-03,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 169"
2023-02-06,2023-02-06,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 169"
2023-02-10,2023-02-10,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 168"
2023-02-15,2023-02-15,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 167"
2023-02-16,2023-02-16,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 167"
2023-02-21,2023-02-21,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 166"
2023-02-24,2023-02-24,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 165"
2023-03-01,2023-03-01,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 164"
2023-03-01,2023-03-01,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 163"
2023-03-02,2023-03-02,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 163"
2023-03-03,2023-03-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 162"
2023-03-07,2023-03-07,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 161"
2023-03-09,2023-03-09,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 200"
2023-03-09,2023-03-09,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 200"
2023-03-13,2023-03-13,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 200"
2023-03-14,2023-03-14,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 200"
2023-03-14,2023-03-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 200"
2023-03-14,2023-03-14,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 199"
2023-03-14,2023-03-14,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 200"
2023-03-14,2023-03-14,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 200"
2023-03-17,2023-03-17,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 199"
2023-03-19,2023-03-19,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 199"
2023-03-21,2023-03-21,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 198"
2023-03-21,2023-03-21,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 198"
2023-03-21,2023-03-21,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 198"
2023-03-22,2023-03-22,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 198"
2023-03-22,2023-03-22,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 198"
2023-03-24,2023-03-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 197"
2023-03-27,2023-03-27,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 197"
2023-03-28,2023-03-28,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 197"
2023-03-28,2023-03-28,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 197"
2023-03-29,2023-03-29,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 197"
2023-03-29,2023-03-29,Credicorp Capital,EMBONOR-B,Comprar,,,,,"Histórico validado, página 197"
2023-03-29,2023-03-29,Credicorp Capital,ILC,Comprar,,,,,"Histórico validado, página 197"
2023-03-29,2023-03-29,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 197"
2023-03-31,2023-03-31,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 196"
2023-03-31,2023-03-31,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 196"
2023-03-31,2023-03-31,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 196"
2023-03-31,2023-03-31,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 196"
2023-04-03,2023-04-03,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 196"
2023-04-03,2023-04-03,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 196"
2023-04-04,2023-04-04,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 195"
2023-04-04,2023-04-04,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,ANDINA-B,Subponderar,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,COLBUN,Subponderar,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,QUINENCO,Comprar,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 195"
2023-04-05,2023-04-05,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 195"
2023-04-12,2023-04-12,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 194"
2023-04-12,2023-04-12,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 194"
2023-04-14,2023-04-14,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 194"
2023-04-14,2023-04-14,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 194"
2023-04-25,2023-04-25,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 192"
2023-04-25,2023-04-25,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 192"
2023-04-25,2023-04-25,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 192"
2023-04-25,2023-04-25,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 192"
2023-04-25,2023-04-25,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 192"
2023-04-27,2023-04-27,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 192"
2023-04-27,2023-04-27,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 191"
2023-04-27,2023-04-27,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 192"
2023-04-28,2023-04-28,Credicorp Capital,BESALCO,Comprar,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,BESALCO,Comprar,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 191"
2023-05-02,2023-05-02,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 191"
2023-05-04,2023-05-04,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 190"
2023-05-04,2023-05-04,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 190"
2023-05-04,2023-05-04,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 190"
2023-05-04,2023-05-04,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 190"
2023-05-05,2023-05-05,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 190"
2023-05-05,2023-05-05,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 190"
2023-05-09,2023-05-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 190"
2023-05-09,2023-05-09,Credicorp Capital,CENCOSHOPP,Mantener,,,,,"Histórico validado, página 190"
2023-05-09,2023-05-09,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 190"
2023-05-11,2023-05-11,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 189"
2023-05-15,2023-05-15,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 188"
2023-05-16,2023-05-16,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 188"
2023-05-16,2023-05-16,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 188"
2023-05-16,2023-05-16,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 188"
2023-05-17,2023-05-17,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 187"
2023-05-23,2023-05-23,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 186"
2023-05-25,2023-05-25,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 186"
2023-05-26,2023-05-26,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 185"
2023-05-30,2023-05-30,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 185"
2023-05-30,2023-05-30,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 185"
2023-05-30,2023-05-30,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 185"
2023-05-31,2023-05-31,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 185"
2023-06-05,2023-06-05,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 183"
2023-06-05,2023-06-05,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 183"
2023-06-06,2023-06-06,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 183"
2023-06-06,2023-06-06,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 183"
2023-06-09,2023-06-09,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 182"
2023-06-16,2023-06-16,Credicorp Capital,SONDA,Mantener,,,,,"Histórico validado, página 181"
2023-06-19,2023-06-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 181"
2023-06-19,2023-06-19,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 181"
2023-06-19,2023-06-19,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 181"
2023-06-28,2023-06-28,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 219"
2023-06-30,2023-06-30,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 218"
2023-06-30,2023-06-30,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 219"
2023-07-04,2023-07-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 218"
2023-07-04,2023-07-04,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 218"
2023-07-06,2023-07-06,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 218"
2023-07-06,2023-07-06,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 218"
2023-07-06,2023-07-06,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 218"
2023-07-11,2023-07-11,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 217"
2023-07-13,2023-07-13,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 216"
2023-07-14,2023-07-14,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 215"
2023-07-20,2023-07-20,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 214"
2023-07-20,2023-07-20,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 214"
2023-07-20,2023-07-20,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 214"
2023-07-21,2023-07-21,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 213"
2023-07-26,2023-07-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 212"
2023-07-26,2023-07-26,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 212"
2023-07-28,2023-07-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 211"
2023-08-01,2023-08-01,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 209"
2023-08-01,2023-08-01,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 209"
2023-08-03,2023-08-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 209"
2023-08-04,2023-08-04,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 208"
2023-08-07,2023-08-07,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 208"
2023-08-08,2023-08-08,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 207"
2023-08-10,2023-08-10,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 207"
2023-08-10,2023-08-10,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 207"
2023-08-10,2023-08-10,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 207"
2023-08-22,2023-08-22,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 205"
