published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes,row_number,broker_normalized,signal,published_at_parsed,available_at_parsed
2022-03-18,2022-03-18,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 63",251,Credicorp Capital,0,2022-03-18,2022-03-18
2022-03-18,2022-03-18,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 62",252,Credicorp Capital,1,2022-03-18,2022-03-18
2022-03-21,2022-03-21,Credicorp Capital,CHILE,Comprar,,,,,"Histórico validado, página 62",253,Credicorp Capital,1,2022-03-21,2022-03-21
2022-03-21,2022-03-21,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 62",254,Credicorp Capital,0,2022-03-21,2022-03-21
2022-03-24,2022-03-24,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 61",255,Credicorp Capital,1,2022-03-24,2022-03-24
2022-03-24,2022-03-24,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 61",256,Credicorp Capital,0,2022-03-24,2022-03-24
2022-03-24,2022-03-24,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 61",257,Credicorp Capital,1,2022-03-24,2022-03-24
2022-03-29,2022-03-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 99",258,Credicorp Capital,0,2022-03-29,2022-03-29
2022-03-29,2022-03-29,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 98",259,Credicorp Capital,1,2022-03-29,2022-03-29
2022-03-29,2022-03-29,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 98",260,Credicorp Capital,1,2022-03-29,2022-03-29
2022-03-30,2022-03-30,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 98",261,Credicorp Capital,1,2022-03-30,2022-03-30
2022-03-30,2022-03-30,Credicorp Capital,ILC,Mantener,,,,,"Histórico validado, página 98",262,Credicorp Capital,0,2022-03-30,2022-03-30
2022-04-01,2022-04-01,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 98",263,Credicorp Capital,1,2022-04-01,2022-04-01
2022-04-05,2022-04-05,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 97",264,Credicorp Capital,1,2022-04-05,2022-04-05
2022-04-05,2022-04-05,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 97",265,Credicorp Capital,1,2022-04-05,2022-04-05
2022-04-05,2022-04-05,Credicorp Capital,CHILE,Comprar,,,,,"Histórico validado, página 97",266,Credicorp Capital,1,2022-04-05,2022-04-05
2022-04-05,2022-04-05,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 97",267,Credicorp Capital,0,2022-04-05,2022-04-05
2022-04-05,2022-04-05,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 97",268,Credicorp Capital,1,2022-04-05,2022-04-05
2022-04-07,2022-04-07,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 96",269,Credicorp Capital,1,2022-04-07,2022-04-07
2022-04-07,2022-04-07,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 96",270,Credicorp Capital,1,2022-04-07,2022-04-07
2022-04-07,2022-04-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 96",271,Credicorp Capital,1,2022-04-07,2022-04-07
2022-04-07,2022-04-07,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 96",272,Credicorp Capital,1,2022-04-07,2022-04-07
2022-04-08,2022-04-08,Credicorp Capital,CMPC,Comprar,,,,,"Histórico validado, página 96",273,Credicorp Capital,1,2022-04-08,2022-04-08
2022-04-08,2022-04-08,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 96",274,Credicorp Capital,1,2022-04-08,2022-04-08
2022-04-08,2022-04-08,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 96",275,Credicorp Capital,1,2022-04-08,2022-04-08
2022-04-14,2022-04-14,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 94",276,Credicorp Capital,0,2022-04-14,2022-04-14
2022-04-19,2022-04-19,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 94",277,Credicorp Capital,1,2022-04-19,2022-04-19
2022-04-19,2022-04-19,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 94",278,Credicorp Capital,1,2022-04-19,2022-04-19
2022-04-26,2022-04-26,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 92",279,Credicorp Capital,0,2022-04-26,2022-04-26
2022-04-26,2022-04-26,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 91",280,Credicorp Capital,0,2022-04-26,2022-04-26
2022-04-28,2022-04-28,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 90",281,Credicorp Capital,0,2022-04-28,2022-04-28
2022-04-28,2022-04-28,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 90",282,Credicorp Capital,1,2022-04-28,2022-04-28
2022-04-28,2022-04-28,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 90",283,Credicorp Capital,0,2022-04-28,2022-04-28
2022-04-29,2022-04-29,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 90",284,Credicorp Capital,1,2022-04-29,2022-04-29
2022-05-03,2022-05-03,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 89",285,Credicorp Capital,0,2022-05-03,2022-05-03
2022-05-04,2022-05-04,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 89",286,Credicorp Capital,1,2022-05-04,2022-05-04
2022-05-04,2022-05-04,Credicorp Capital,CHILE,Comprar,,,,,"Histórico validado, página 89",287,Credicorp Capital,1,2022-05-04,2022-05-04
2022-05-04,2022-05-04,Credicorp Capital,CMPC,Comprar,,,,,"Histórico validado, página 89",288,Credicorp Capital,1,2022-05-04,2022-05-04
2022-05-04,2022-05-04,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 89",289,Credicorp Capital,1,2022-05-04,2022-05-04
2022-05-04,2022-05-04,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 88",290,Credicorp Capital,1,2022-05-04,2022-05-04
2022-05-05,2022-05-05,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 88",291,Credicorp Capital,1,2022-05-05,2022-05-05
2022-05-05,2022-05-05,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 88",292,Credicorp Capital,1,2022-05-05,2022-05-05
2022-05-05,2022-05-05,Credicorp Capital,CHILE,Comprar,,,,,"Histórico validado, página 88",293,Credicorp Capital,1,2022-05-05,2022-05-05
2022-05-05,2022-05-05,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 88",294,Credicorp Capital,0,2022-05-05,2022-05-05
2022-05-06,2022-05-06,Credicorp Capital,CMPC,Comprar,,,,,"Histórico validado, página 88",295,Credicorp Capital,1,2022-05-06,2022-05-06
2022-05-09,2022-05-09,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 87",296,Credicorp Capital,1,2022-05-09,2022-05-09
2022-05-10,2022-05-10,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 87",297,Credicorp Capital,1,2022-05-10,2022-05-10
2022-05-10,2022-05-10,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 87",298,Credicorp Capital,1,2022-05-10,2022-05-10
2022-05-11,2022-05-11,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 86",299,Credicorp Capital,1,2022-05-11,2022-05-11
2022-05-11,2022-05-11,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 86",300,Credicorp Capital,1,2022-05-11,2022-05-11
2022-05-12,2022-05-12,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 86",301,Credicorp Capital,1,2022-05-12,2022-05-12
2022-05-12,2022-05-12,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 86",302,Credicorp Capital,1,2022-05-12,2022-05-12
2022-05-16,2022-05-16,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 85",303,Credicorp Capital,1,2022-05-16,2022-05-16
2022-05-17,2022-05-17,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 85",304,Credicorp Capital,1,2022-05-17,2022-05-17
2022-05-17,2022-05-17,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 85",305,Credicorp Capital,1,2022-05-17,2022-05-17
2022-05-18,2022-05-18,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 84",306,Credicorp Capital,1,2022-05-18,2022-05-18
2022-05-19,2022-05-19,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 83",307,Credicorp Capital,0,2022-05-19,2022-05-19
2022-05-23,2022-05-23,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 82",308,Credicorp Capital,1,2022-05-23,2022-05-23
2022-05-23,2022-05-23,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 82",309,Credicorp Capital,1,2022-05-23,2022-05-23
2022-05-23,2022-05-23,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 82",310,Credicorp Capital,1,2022-05-23,2022-05-23
2022-05-25,2022-05-25,Credicorp Capital,ILC,Mantener,,,,,"Histórico validado, página 82",311,Credicorp Capital,0,2022-05-25,2022-05-25
2022-05-25,2022-05-25,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 82",312,Credicorp Capital,0,2022-05-25,2022-05-25
2022-05-26,2022-05-26,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 81",313,Credicorp Capital,1,2022-05-26,2022-05-26
2022-05-31,2022-05-31,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 120",314,Credicorp Capital,0,2022-05-31,2022-05-31
2022-05-31,2022-05-31,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 120",315,Credicorp Capital,1,2022-05-31,2022-05-31
2022-06-01,2022-06-01,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 119",316,Credicorp Capital,1,2022-06-01,2022-06-01
2022-06-01,2022-06-01,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 119",317,Credicorp Capital,0,2022-06-01,2022-06-01
2022-06-06,2022-06-06,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 118",318,Credicorp Capital,1,2022-06-06,2022-06-06
2022-06-06,2022-06-06,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 118",319,Credicorp Capital,1,2022-06-06,2022-06-06
2022-06-06,2022-06-06,Credicorp Capital,CMPC,Comprar,,,,,"Histórico validado, página 118",320,Credicorp Capital,1,2022-06-06,2022-06-06
2022-06-09,2022-06-09,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 117",321,Credicorp Capital,1,2022-06-09,2022-06-09
2022-06-14,2022-06-14,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 115",322,Credicorp Capital,1,2022-06-14,2022-06-14
2022-06-14,2022-06-14,Credicorp Capital,CHILE,Comprar,,,,,"Histórico validado, página 115",323,Credicorp Capital,1,2022-06-14,2022-06-14
2022-06-15,2022-06-15,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 115",324,Credicorp Capital,1,2022-06-15,2022-06-15
2022-06-17,2022-06-17,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 114",325,Credicorp Capital,1,2022-06-17,2022-06-17
2022-06-17,2022-06-17,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 114",326,Credicorp Capital,1,2022-06-17,2022-06-17
2022-06-23,2022-06-23,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 113",327,Credicorp Capital,1,2022-06-23,2022-06-23
2022-07-05,2022-07-05,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 110",328,Credicorp Capital,1,2022-07-05,2022-07-05
2022-07-05,2022-07-05,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 110",329,Credicorp Capital,0,2022-07-05,2022-07-05
2022-07-06,2022-07-06,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 110",330,Credicorp Capital,0,2022-07-06,2022-07-06
2022-07-06,2022-07-06,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 110",331,Credicorp Capital,1,2022-07-06,2022-07-06
2022-07-07,2022-07-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 109",332,Credicorp Capital,1,2022-07-07,2022-07-07
2022-07-08,2022-07-08,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 110",333,Credicorp Capital,0,2022-07-08,2022-07-08
2022-07-12,2022-07-12,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 108",334,Credicorp Capital,0,2022-07-12,2022-07-12
2022-07-12,2022-07-12,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 108",335,Credicorp Capital,0,2022-07-12,2022-07-12
2022-07-19,2022-07-19,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 107",336,Credicorp Capital,1,2022-07-19,2022-07-19
2022-07-19,2022-07-19,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 107",337,Credicorp Capital,1,2022-07-19,2022-07-19
2022-07-22,2022-07-22,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 105",338,Credicorp Capital,0,2022-07-22,2022-07-22
2022-07-25,2022-07-25,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 105",339,Credicorp Capital,1,2022-07-25,2022-07-25
2022-07-26,2022-07-26,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 105",340,Credicorp Capital,0,2022-07-26,2022-07-26
2022-07-26,2022-07-26,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 105",341,Credicorp Capital,1,2022-07-26,2022-07-26
2022-07-26,2022-07-26,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 105",342,Credicorp Capital,0,2022-07-26,2022-07-26
2022-07-28,2022-07-28,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 104",343,Credicorp Capital,0,2022-07-28,2022-07-28
2022-07-28,2022-07-28,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 104",344,Credicorp Capital,0,2022-07-28,2022-07-28
2022-07-28,2022-07-28,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 103",345,Credicorp Capital,0,2022-07-28,2022-07-28
2022-07-28,2022-07-28,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 103",346,Credicorp Capital,1,2022-07-28,2022-07-28
2022-07-28,2022-07-28,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 103",347,Credicorp Capital,0,2022-07-28,2022-07-28
2022-07-28,2022-07-28,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 104",348,Credicorp Capital,1,2022-07-28,2022-07-28
2022-07-29,2022-07-29,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 103",349,Credicorp Capital,0,2022-07-29,2022-07-29
2022-08-01,2022-08-01,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 103",350,Credicorp Capital,0,2022-08-01,2022-08-01
2022-08-01,2022-08-01,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 102",351,Credicorp Capital,0,2022-08-01,2022-08-01
2022-08-01,2022-08-01,Credicorp Capital,SONDA,Mantener,,,,,"Histórico validado, página 103",352,Credicorp Capital,0,2022-08-01,2022-08-01
2022-08-02,2022-08-02,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 102",353,Credicorp Capital,1,2022-08-02,2022-08-02
2022-08-02,2022-08-02,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 102",354,Credicorp Capital,1,2022-08-02,2022-08-02
2022-08-04,2022-08-04,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 101",355,Credicorp Capital,1,2022-08-04,2022-08-04
2022-08-05,2022-08-05,Credicorp Capital,CMPC,Comprar,,,,,"Histórico validado, página 101",356,Credicorp Capital,1,2022-08-05,2022-08-05
2022-08-08,2022-08-08,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 140",357,Credicorp Capital,1,2022-08-08,2022-08-08
2022-08-12,2022-08-12,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 138",358,Credicorp Capital,1,2022-08-12,2022-08-12
2022-08-17,2022-08-17,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 138",359,Credicorp Capital,1,2022-08-17,2022-08-17
2022-08-17,2022-08-17,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 138",360,Credicorp Capital,1,2022-08-17,2022-08-17
2022-08-19,2022-08-19,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 137",361,Credicorp Capital,1,2022-08-19,2022-08-19
2022-08-19,2022-08-19,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 137",362,Credicorp Capital,1,2022-08-19,2022-08-19
2022-08-22,2022-08-22,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 136",363,Credicorp Capital,1,2022-08-22,2022-08-22
2022-08-29,2022-08-29,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 136",364,Credicorp Capital,0,2022-08-29,2022-08-29
2022-08-29,2022-08-29,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 135",365,Credicorp Capital,1,2022-08-29,2022-08-29
2022-08-29,2022-08-29,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 135",366,Credicorp Capital,0,2022-08-29,2022-08-29
2022-08-31,2022-08-31,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 135",367,Credicorp Capital,0,2022-08-31,2022-08-31
2022-09-02,2022-09-02,Credicorp Capital,ILC,Mantener,,,,,"Histórico validado, página 134",368,Credicorp Capital,0,2022-09-02,2022-09-02
2022-09-08,2022-09-08,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 133",369,Credicorp Capital,1,2022-09-08,2022-09-08
2022-09-08,2022-09-08,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 133",370,Credicorp Capital,1,2022-09-08,2022-09-08
2022-09-08,2022-09-08,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 133",371,Credicorp Capital,0,2022-09-08,2022-09-08
2022-09-14,2022-09-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 131",372,Credicorp Capital,0,2022-09-14,2022-09-14
2022-09-14,2022-09-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 131",373,Credicorp Capital,0,2022-09-14,2022-09-14
2022-09-20,2022-09-20,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 129",374,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,ANDINA-B,Inferior al mercado,,,,,"Histórico validado, página 129",375,Credicorp Capital,-1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 130",376,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 130",377,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 130",378,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 130",379,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 130",380,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 130",381,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 130",382,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 130",383,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 130",384,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 130",385,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 130",386,Credicorp Capital,-1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 130",387,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 130",388,Credicorp Capital,-1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,EMBONOR-B,Comprar,,,,,"Histórico validado, página 130",389,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 130",390,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 131",391,Credicorp Capital,0,2022-09-20,2022-09-20
2022-09-20,2022-09-20,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 131",392,Credicorp Capital,1,2022-09-20,2022-09-20
2022-09-21,2022-09-21,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 129",393,Credicorp Capital,1,2022-09-21,2022-09-21
2022-09-21,2022-09-21,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 129",394,Credicorp Capital,0,2022-09-21,2022-09-21
2022-09-21,2022-09-21,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 129",395,Credicorp Capital,1,2022-09-21,2022-09-21
2022-09-23,2022-09-23,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 128",396,Credicorp Capital,0,2022-09-23,2022-09-23
2022-09-26,2022-09-26,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 128",397,Credicorp Capital,0,2022-09-26,2022-09-26
2022-09-27,2022-09-27,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 127",398,Credicorp Capital,-1,2022-09-27,2022-09-27
2022-09-29,2022-09-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 126",399,Credicorp Capital,0,2022-09-29,2022-09-29
2022-09-30,2022-09-30,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 126",400,Credicorp Capital,0,2022-09-30,2022-09-30
2022-10-03,2022-10-03,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 125",401,Credicorp Capital,1,2022-10-03,2022-10-03
2022-10-04,2022-10-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 125",402,Credicorp Capital,0,2022-10-04,2022-10-04
2022-10-04,2022-10-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 125",403,Credicorp Capital,0,2022-10-04,2022-10-04
2022-10-04,2022-10-04,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 125",404,Credicorp Capital,1,2022-10-04,2022-10-04
2022-10-05,2022-10-05,Credicorp Capital,QUINENCO,Comprar,,,,,"Histórico validado, página 125",405,Credicorp Capital,1,2022-10-05,2022-10-05
2022-10-05,2022-10-05,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 125",406,Credicorp Capital,1,2022-10-05,2022-10-05
2022-10-11,2022-10-11,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 124",407,Credicorp Capital,0,2022-10-11,2022-10-11
2022-10-11,2022-10-11,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 124",408,Credicorp Capital,1,2022-10-11,2022-10-11
2022-10-11,2022-10-11,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 124",409,Credicorp Capital,1,2022-10-11,2022-10-11
2022-10-13,2022-10-13,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 122",410,Credicorp Capital,0,2022-10-13,2022-10-13
2022-10-14,2022-10-14,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 124",411,Credicorp Capital,1,2022-10-14,2022-10-14
2022-10-21,2022-10-21,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 159",412,Credicorp Capital,0,2022-10-21,2022-10-21
2022-10-25,2022-10-25,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 158",413,Credicorp Capital,0,2022-10-25,2022-10-25
2022-10-27,2022-10-27,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 157",414,Credicorp Capital,1,2022-10-27,2022-10-27
2022-10-28,2022-10-28,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 157",415,Credicorp Capital,0,2022-10-28,2022-10-28
2022-10-28,2022-10-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 157",416,Credicorp Capital,1,2022-10-28,2022-10-28
2022-10-28,2022-10-28,Credicorp Capital,SONDA,Mantener,,,,,"Histórico validado, página 156",417,Credicorp Capital,0,2022-10-28,2022-10-28
2022-11-02,2022-11-02,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 156",418,Credicorp Capital,0,2022-11-02,2022-11-02
2022-11-03,2022-11-03,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 156",419,Credicorp Capital,-1,2022-11-03,2022-11-03
2022-11-03,2022-11-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 156",420,Credicorp Capital,1,2022-11-03,2022-11-03
2022-11-04,2022-11-04,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 155",421,Credicorp Capital,0,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 155",422,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 155",423,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 155",424,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 155",425,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 155",426,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 155",427,Credicorp Capital,1,2022-11-04,2022-11-04
2022-11-04,2022-11-04,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 155",428,Credicorp Capital,0,2022-11-04,2022-11-04
2022-11-08,2022-11-08,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 154",429,Credicorp Capital,1,2022-11-08,2022-11-08
2022-11-10,2022-11-10,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 153",430,Credicorp Capital,0,2022-11-10,2022-11-10
