published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes,row_number,broker_normalized,signal,published_at_parsed,available_at_parsed
2024-10-04,2024-10-04,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 291",804,Credicorp Capital,1,2024-10-04,2024-10-04
2024-10-07,2024-10-07,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 290",805,Credicorp Capital,1,2024-10-07,2024-10-07
2024-10-07,2024-10-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 290",806,Credicorp Capital,0,2024-10-07,2024-10-07
2024-10-07,2024-10-07,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 290",807,Credicorp Capital,0,2024-10-07,2024-10-07
2024-10-07,2024-10-07,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 290",808,Credicorp Capital,1,2024-10-07,2024-10-07
2024-10-10,2024-10-10,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 288",809,Credicorp Capital,1,2024-10-10,2024-10-10
2024-10-10,2024-10-10,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 288",810,Credicorp Capital,0,2024-10-10,2024-10-10
2024-10-10,2024-10-10,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 288",811,Credicorp Capital,0,2024-10-10,2024-10-10
2024-10-10,2024-10-10,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 289",812,Credicorp Capital,1,2024-10-10,2024-10-10
2024-10-11,2024-10-11,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 288",813,Credicorp Capital,1,2024-10-11,2024-10-11
2024-10-14,2024-10-14,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 288",814,Credicorp Capital,0,2024-10-14,2024-10-14
2024-10-16,2024-10-16,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 287",815,Credicorp Capital,0,2024-10-16,2024-10-16
2024-10-23,2024-10-23,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 286",816,Credicorp Capital,1,2024-10-23,2024-10-23
2024-10-24,2024-10-24,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 286",817,Credicorp Capital,1,2024-10-24,2024-10-24
2024-10-24,2024-10-24,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 286",818,Credicorp Capital,0,2024-10-24,2024-10-24
2024-10-25,2024-10-25,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 285",819,Credicorp Capital,0,2024-10-25,2024-10-25
2024-11-11,2024-11-11,Credicorp Capital,SMSAAM,Inferior al mercado,,,,,"Histórico validado, página 283",820,Credicorp Capital,-1,2024-11-11,2024-11-11
2024-11-12,2024-11-12,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 283",821,Credicorp Capital,1,2024-11-12,2024-11-12
2024-11-14,2024-11-14,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 282",822,Credicorp Capital,0,2024-11-14,2024-11-14
2024-11-14,2024-11-14,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 282",823,Credicorp Capital,1,2024-11-14,2024-11-14
2024-11-15,2024-11-15,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 282",824,Credicorp Capital,0,2024-11-15,2024-11-15
2024-11-18,2024-11-18,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 282",825,Credicorp Capital,1,2024-11-18,2024-11-18
2024-11-19,2024-11-19,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 281",826,Credicorp Capital,1,2024-11-19,2024-11-19
2024-11-19,2024-11-19,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 282",827,Credicorp Capital,1,2024-11-19,2024-11-19
2024-11-19,2024-11-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 282",828,Credicorp Capital,0,2024-11-19,2024-11-19
2024-11-19,2024-11-19,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 282",829,Credicorp Capital,1,2024-11-19,2024-11-19
2024-11-20,2024-11-20,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 281",830,Credicorp Capital,0,2024-11-20,2024-11-20
2024-11-22,2024-11-22,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 320",831,Credicorp Capital,1,2024-11-22,2024-11-22
2024-11-22,2024-11-22,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 320",832,Credicorp Capital,0,2024-11-22,2024-11-22
2024-11-22,2024-11-22,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 320",833,Credicorp Capital,1,2024-11-22,2024-11-22
2024-11-25,2024-11-25,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 320",834,Credicorp Capital,0,2024-11-25,2024-11-25
2024-11-28,2024-11-28,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 318",835,Credicorp Capital,1,2024-11-28,2024-11-28
2024-11-28,2024-11-28,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 318",836,Credicorp Capital,0,2024-11-28,2024-11-28
2024-11-28,2024-11-28,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 318",837,Credicorp Capital,1,2024-11-28,2024-11-28
2024-11-28,2024-11-28,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 319",838,Credicorp Capital,0,2024-11-28,2024-11-28
2024-11-28,2024-11-28,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 319",839,Credicorp Capital,1,2024-11-28,2024-11-28
2024-11-29,2024-11-29,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 318",840,Credicorp Capital,0,2024-11-29,2024-11-29
2024-11-29,2024-11-29,Credicorp Capital,QUINENCO,Igual al mercado,,,,,"Histórico validado, página 318",841,Credicorp Capital,0,2024-11-29,2024-11-29
2024-12-02,2024-12-02,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 318",842,Credicorp Capital,0,2024-12-02,2024-12-02
2024-12-06,2024-12-06,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 316",843,Credicorp Capital,0,2024-12-06,2024-12-06
2024-12-06,2024-12-06,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 316",844,Credicorp Capital,0,2024-12-06,2024-12-06
2024-12-17,2024-12-17,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 46",845,Credicorp Capital,0,2024-12-17,2024-12-17
2024-12-18,2024-12-18,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 314",846,Credicorp Capital,1,2024-12-18,2024-12-18
2024-12-20,2024-12-20,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 313",847,Credicorp Capital,0,2024-12-20,2024-12-20
2024-12-24,2024-12-24,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 312",848,Credicorp Capital,1,2024-12-24,2024-12-24
2024-12-24,2024-12-24,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 312",849,Credicorp Capital,1,2024-12-24,2024-12-24
2024-12-26,2024-12-26,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 312",850,Credicorp Capital,1,2024-12-26,2024-12-26
2024-12-26,2024-12-26,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 312",851,Credicorp Capital,1,2024-12-26,2024-12-26
2024-12-26,2024-12-26,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 312",852,Credicorp Capital,0,2024-12-26,2024-12-26
2025-01-08,2025-01-08,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 310",853,Credicorp Capital,0,2025-01-08,2025-01-08
2025-01-08,2025-01-08,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 310",854,Credicorp Capital,1,2025-01-08,2025-01-08
2025-01-08,2025-01-08,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 310",855,Credicorp Capital,0,2025-01-08,2025-01-08
2025-01-09,2025-01-09,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 310",856,Credicorp Capital,0,2025-01-09,2025-01-09
2025-01-09,2025-01-09,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 310",857,Credicorp Capital,0,2025-01-09,2025-01-09
2025-01-09,2025-01-09,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 309",858,Credicorp Capital,0,2025-01-09,2025-01-09
2025-01-10,2025-01-10,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 309",859,Credicorp Capital,1,2025-01-10,2025-01-10
2025-01-10,2025-01-10,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 309",860,Credicorp Capital,1,2025-01-10,2025-01-10
2025-01-13,2025-01-13,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 309",861,Credicorp Capital,0,2025-01-13,2025-01-13
2025-01-13,2025-01-13,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 309",862,Credicorp Capital,0,2025-01-13,2025-01-13
2025-01-16,2025-01-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 308",863,Credicorp Capital,1,2025-01-16,2025-01-16
2025-01-16,2025-01-16,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 308",864,Credicorp Capital,0,2025-01-16,2025-01-16
2025-01-19,2025-01-19,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 309",865,Credicorp Capital,1,2025-01-19,2025-01-19
2025-01-24,2025-01-24,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 307",866,Credicorp Capital,0,2025-01-24,2025-01-24
2025-01-24,2025-01-24,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 307",867,Credicorp Capital,0,2025-01-24,2025-01-24
2025-01-24,2025-01-24,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 306",868,Credicorp Capital,0,2025-01-24,2025-01-24
2025-01-24,2025-01-24,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 306",869,Credicorp Capital,0,2025-01-24,2025-01-24
2025-01-27,2025-01-27,Credicorp Capital,CAP,Sobreponderar,,,,,"Histórico validado, página 306",870,Credicorp Capital,1,2025-01-27,2025-01-27
2025-01-29,2025-01-29,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 306",871,Credicorp Capital,1,2025-01-29,2025-01-29
2025-01-29,2025-01-29,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 306",872,Credicorp Capital,0,2025-01-29,2025-01-29
2025-01-29,2025-01-29,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 306",873,Credicorp Capital,0,2025-01-29,2025-01-29
2025-01-31,2025-01-31,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 306",874,Credicorp Capital,1,2025-01-31,2025-01-31
2025-01-31,2025-01-31,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 305",875,Credicorp Capital,0,2025-01-31,2025-01-31
2025-01-31,2025-01-31,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 306",876,Credicorp Capital,1,2025-01-31,2025-01-31
2025-01-31,2025-01-31,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 306",877,Credicorp Capital,1,2025-01-31,2025-01-31
2025-02-04,2025-02-04,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 305",878,Credicorp Capital,0,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 305",879,Credicorp Capital,1,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 305",880,Credicorp Capital,0,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 305",881,Credicorp Capital,0,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 305",882,Credicorp Capital,1,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 305",883,Credicorp Capital,0,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 305",884,Credicorp Capital,1,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 305",885,Credicorp Capital,1,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 305",886,Credicorp Capital,1,2025-02-04,2025-02-04
2025-02-04,2025-02-04,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 305",887,Credicorp Capital,0,2025-02-04,2025-02-04
2025-02-07,2025-02-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 304",888,Credicorp Capital,0,2025-02-07,2025-02-07
2025-02-21,2025-02-21,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 302",889,Credicorp Capital,0,2025-02-21,2025-02-21
2025-02-21,2025-02-21,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 301",890,Credicorp Capital,1,2025-02-21,2025-02-21
2025-02-21,2025-02-21,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 302",891,Credicorp Capital,0,2025-02-21,2025-02-21
2025-02-21,2025-02-21,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 302",892,Credicorp Capital,1,2025-02-21,2025-02-21
2025-02-28,2025-02-28,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 301",893,Credicorp Capital,1,2025-02-28,2025-02-28
2025-03-03,2025-03-03,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 340",894,Credicorp Capital,0,2025-03-03,2025-03-03
2025-03-04,2025-03-04,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 340",895,Credicorp Capital,1,2025-03-04,2025-03-04
2025-03-06,2025-03-06,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 340",896,Credicorp Capital,0,2025-03-06,2025-03-06
2025-03-06,2025-03-06,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 340",897,Credicorp Capital,0,2025-03-06,2025-03-06
2025-03-07,2025-03-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 339",898,Credicorp Capital,1,2025-03-07,2025-03-07
2025-03-10,2025-03-10,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 339",899,Credicorp Capital,0,2025-03-10,2025-03-10
2025-03-10,2025-03-10,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 339",900,Credicorp Capital,0,2025-03-10,2025-03-10
2025-03-10,2025-03-10,Credicorp Capital,SMSAAM,Mantener,,,,,"Histórico validado, página 339",901,Credicorp Capital,0,2025-03-10,2025-03-10
2025-03-11,2025-03-11,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 339",902,Credicorp Capital,1,2025-03-11,2025-03-11
2025-03-11,2025-03-11,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 339",903,Credicorp Capital,0,2025-03-11,2025-03-11
2025-03-12,2025-03-12,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 339",904,Credicorp Capital,1,2025-03-12,2025-03-12
2025-03-13,2025-03-13,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 339",905,Credicorp Capital,0,2025-03-13,2025-03-13
2025-03-14,2025-03-14,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 338",906,Credicorp Capital,1,2025-03-14,2025-03-14
2025-03-18,2025-03-18,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 338",907,Credicorp Capital,1,2025-03-18,2025-03-18
2025-03-18,2025-03-18,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 338",908,Credicorp Capital,1,2025-03-18,2025-03-18
2025-03-19,2025-03-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 338",909,Credicorp Capital,0,2025-03-19,2025-03-19
2025-03-19,2025-03-19,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 338",910,Credicorp Capital,1,2025-03-19,2025-03-19
2025-03-21,2025-03-21,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 337",911,Credicorp Capital,1,2025-03-21,2025-03-21
2025-03-24,2025-03-24,Credicorp Capital,COLBUN,Comprar,,,,,"Histórico validado, página 337",912,Credicorp Capital,1,2025-03-24,2025-03-24
2025-03-25,2025-03-25,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 337",913,Credicorp Capital,1,2025-03-25,2025-03-25
2025-03-28,2025-03-28,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 335",914,Credicorp Capital,1,2025-03-28,2025-03-28
2025-04-04,2025-04-04,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 334",915,Credicorp Capital,0,2025-04-04,2025-04-04
2025-04-07,2025-04-07,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 334",916,Credicorp Capital,1,2025-04-07,2025-04-07
2025-04-07,2025-04-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 334",917,Credicorp Capital,0,2025-04-07,2025-04-07
2025-04-07,2025-04-07,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 334",918,Credicorp Capital,0,2025-04-07,2025-04-07
2025-04-07,2025-04-07,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 334",919,Credicorp Capital,0,2025-04-07,2025-04-07
2025-04-09,2025-04-09,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 333",920,Credicorp Capital,1,2025-04-09,2025-04-09
2025-04-09,2025-04-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 333",921,Credicorp Capital,0,2025-04-09,2025-04-09
2025-04-09,2025-04-09,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 333",922,Credicorp Capital,0,2025-04-09,2025-04-09
2025-04-10,2025-04-10,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 333",923,Credicorp Capital,0,2025-04-10,2025-04-10
2025-04-10,2025-04-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 333",924,Credicorp Capital,1,2025-04-10,2025-04-10
2025-04-14,2025-04-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 332",925,Credicorp Capital,0,2025-04-14,2025-04-14
2025-04-14,2025-04-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 332",926,Credicorp Capital,0,2025-04-14,2025-04-14
2025-04-14,2025-04-14,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 332",927,Credicorp Capital,1,2025-04-14,2025-04-14
2025-04-30,2025-04-30,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 329",928,Credicorp Capital,0,2025-04-30,2025-04-30
2025-05-07,2025-05-07,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 328",929,Credicorp Capital,0,2025-05-07,2025-05-07
2025-05-07,2025-05-07,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 328",930,Credicorp Capital,1,2025-05-07,2025-05-07
2025-05-09,2025-05-09,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 327",931,Credicorp Capital,1,2025-05-09,2025-05-09
2025-05-13,2025-05-13,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 327",932,Credicorp Capital,1,2025-05-13,2025-05-13
2025-05-14,2025-05-14,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 326",933,Credicorp Capital,1,2025-05-14,2025-05-14
2025-05-15,2025-05-15,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 326",934,Credicorp Capital,1,2025-05-15,2025-05-15
2025-05-15,2025-05-15,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 326",935,Credicorp Capital,1,2025-05-15,2025-05-15
2025-05-19,2025-05-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 325",936,Credicorp Capital,0,2025-05-19,2025-05-19
2025-05-22,2025-05-22,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 325",937,Credicorp Capital,0,2025-05-22,2025-05-22
2025-05-26,2025-05-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 324",938,Credicorp Capital,0,2025-05-26,2025-05-26
2025-06-02,2025-06-02,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 323",939,Credicorp Capital,1,2025-06-02,2025-06-02
2025-06-03,2025-06-03,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 322",940,Credicorp Capital,1,2025-06-03,2025-06-03
2025-06-17,2025-06-17,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 360",941,Credicorp Capital,0,2025-06-17,2025-06-17
2025-06-19,2025-06-19,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 359",942,Credicorp Capital,0,2025-06-19,2025-06-19
2025-06-19,2025-06-19,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 359",943,Credicorp Capital,1,2025-06-19,2025-06-19
2025-06-30,2025-06-30,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 357",944,Credicorp Capital,1,2025-06-30,2025-06-30
2025-06-30,2025-06-30,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 357",945,Credicorp Capital,1,2025-06-30,2025-06-30
2025-06-30,2025-06-30,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 357",946,Credicorp Capital,1,2025-06-30,2025-06-30
2025-07-03,2025-07-03,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 357",947,Credicorp Capital,1,2025-07-03,2025-07-03
2025-07-08,2025-07-08,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 356",948,Credicorp Capital,1,2025-07-08,2025-07-08
2025-07-14,2025-07-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 355",949,Credicorp Capital,0,2025-07-14,2025-07-14
2025-07-14,2025-07-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 355",950,Credicorp Capital,0,2025-07-14,2025-07-14
2025-07-18,2025-07-18,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 354",951,Credicorp Capital,0,2025-07-18,2025-07-18
2025-07-26,2025-07-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 352",952,Credicorp Capital,0,2025-07-26,2025-07-26
2025-07-26,2025-07-26,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 352",953,Credicorp Capital,1,2025-07-26,2025-07-26
2025-07-31,2025-07-31,Credicorp Capital,COLBUN,Comprar,,,,,"Histórico validado, página 350",954,Credicorp Capital,1,2025-07-31,2025-07-31
2025-07-31,2025-07-31,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 350",955,Credicorp Capital,0,2025-07-31,2025-07-31
2025-07-31,2025-07-31,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 350",956,Credicorp Capital,1,2025-07-31,2025-07-31
2025-08-01,2025-08-01,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 349",957,Credicorp Capital,0,2025-08-01,2025-08-01
2025-08-01,2025-08-01,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 349",958,Credicorp Capital,0,2025-08-01,2025-08-01
2025-08-01,2025-08-01,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 349",959,Credicorp Capital,0,2025-08-01,2025-08-01
2025-08-01,2025-08-01,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 349",960,Credicorp Capital,1,2025-08-01,2025-08-01
2025-08-01,2025-08-01,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 350",961,Credicorp Capital,1,2025-08-01,2025-08-01
2025-08-05,2025-08-05,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 349",962,Credicorp Capital,0,2025-08-05,2025-08-05
2025-08-08,2025-08-08,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 348",963,Credicorp Capital,1,2025-08-08,2025-08-08
2025-08-08,2025-08-08,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 348",964,Credicorp Capital,0,2025-08-08,2025-08-08
2025-08-11,2025-08-11,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 348",965,Credicorp Capital,1,2025-08-11,2025-08-11
2025-08-11,2025-08-11,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 348",966,Credicorp Capital,0,2025-08-11,2025-08-11
2025-08-11,2025-08-11,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 348",967,Credicorp Capital,1,2025-08-11,2025-08-11
2025-08-12,2025-08-12,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 348",968,Credicorp Capital,0,2025-08-12,2025-08-12
2025-08-13,2025-08-13,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 347",969,Credicorp Capital,1,2025-08-13,2025-08-13
2025-08-14,2025-08-14,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 347",970,Credicorp Capital,0,2025-08-14,2025-08-14
2025-08-18,2025-08-18,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 346",971,Credicorp Capital,1,2025-08-18,2025-08-18
2025-08-22,2025-08-22,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 345",972,Credicorp Capital,1,2025-08-22,2025-08-22
2025-08-25,2025-08-25,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 345",973,Credicorp Capital,0,2025-08-25,2025-08-25
2025-08-25,2025-08-25,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 345",974,Credicorp Capital,0,2025-08-25,2025-08-25
2025-08-25,2025-08-25,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 345",975,Credicorp Capital,1,2025-08-25,2025-08-25
2025-09-08,2025-09-08,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 342",976,Credicorp Capital,1,2025-09-08,2025-09-08
2025-09-12,2025-09-12,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 341",977,Credicorp Capital,0,2025-09-12,2025-09-12
2025-09-12,2025-09-12,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 341",978,Credicorp Capital,0,2025-09-12,2025-09-12
2025-09-12,2025-09-12,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 341",979,Credicorp Capital,1,2025-09-12,2025-09-12
2025-09-15,2025-09-15,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 341",980,Credicorp Capital,0,2025-09-15,2025-09-15
2025-09-16,2025-09-16,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 380",981,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 341",982,Credicorp Capital,0,2025-09-16,2025-09-16
