date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2023-07-27,169.355534159047,180.04232432738496,150.86887797982885,125.03415933927495,148.4324415167199,118.03618326589586
2023-07-28,169.46087516873467,180.18695136817408,151.3562041564792,128.33159869037783,149.8643951854283,119.38783683787629
2023-07-31,171.1226732580395,182.6642219843661,152.67802567237163,128.57343525654278,150.9231529562412,119.70298101004107
2023-08-01,172.91041445774204,183.03805910868994,153.59394101466995,129.62159590681054,151.89853338289336,120.32604718913004
2023-08-02,170.4756772172287,181.03464639094628,151.19049893031786,126.19074223376569,149.806489095181,119.89908442583452
2023-08-03,168.94580277704486,178.0437369491763,149.76242550427875,126.73653790945218,149.1373243428772,120.2981473341077
2023-08-04,169.14651716082227,178.04832256070586,150.24831907090464,128.50164082049292,150.1157032675233,121.61537380730549
2023-08-07,170.58739458424344,179.9123608671828,150.86219246638143,129.83060640096835,151.0216283460867,121.02273965824783
2023-08-08,168.8105246334279,178.37655365171844,149.02295996332518,130.46305600139306,150.70804594522778,121.6884552937067
2023-08-09,171.36778519060664,179.45259084488669,151.41159841075796,128.297894171732,150.7298719638081,121.27949472256516
2023-08-10,171.04587321633483,179.93261503565313,150.19340235330074,128.56992758415416,150.85834066380235,121.34441761912241
2023-08-11,169.1076306827536,176.78572584496058,149.40785452322737,125.33884745446322,148.14807186656242,119.17214686841537
2023-08-14,168.0421191021499,176.3272424524964,148.42484527811737,130.14353429265765,149.72476103830695,120.7468680943077
2023-08-16,167.49242276257425,176.68460302386296,148.3510658618582,128.18410953924712,148.90980117483014,120.135941628455
2023-08-17,165.9060751744601,176.40655083703305,146.4008060819071,128.90100883578768,148.96862927630764,120.94702477624513
2023-08-18,165.60199542444664,176.19912155013898,146.44282930929094,127.21066523105483,148.13924111742688,120.23811067045733
2023-08-21,165.5773550819989,175.8220091577965,146.19594284841077,130.95759398293,149.51538985524945,121.37995889601416
2023-08-22,166.3135659148793,176.98286430358107,147.05121103300735,130.5231971306766,149.79951370582467,121.41006536725776
