review_date,n_eligible,n_selected,tickers_selected
2024-06-28,21,6,"AAPL,AMZN,GOOG,GOOGL,NVDA,WMT"
2024-07-31,21,6,"AAPL,AMZN,MS,NVDA,PFE,WMT"
2024-08-30,24,6,"AAPL,AXP,KO,NVDA,UNH,WMT"
2024-09-30,24,6,"AXP,EBAY,NVDA,SBUX,UNH,WMT"
2024-10-31,21,6,"AXP,MS,NVDA,SBUX,WFC,WMT"
2024-11-29,24,6,"AXP,BAC,MS,NVDA,WFC,WMT"
2024-12-31,17,6,"AXP,DIS,MS,NVDA,WFC,WMT"
2025-01-31,18,6,"AMZN,AXP,MS,V,WFC,WMT"
2025-02-28,17,6,"ABT,AMZN,MS,V,WFC,WMT"
2025-03-31,12,6,"ABT,CVX,SBUX,V,WFC,WMT"
2025-04-30,8,6,"ABT,EBAY,KO,MCD,V,WMT"
2025-05-30,18,6,"EBAY,KO,MCD,MSFT,V,WMT"
2025-06-30,19,6,"DIS,EBAY,MS,MSFT,NVDA,WMT"
2025-07-31,22,6,"DIS,EBAY,MS,MSFT,NVDA,WFC"
2025-08-29,25,6,"EBAY,GOOG,GOOGL,MS,MSFT,NVDA"
2025-09-30,21,6,"EBAY,GOOG,GOOGL,INTC,MS,NVDA"
2025-10-31,21,6,"AAPL,GOOG,GOOGL,INTC,MS,NVDA"
2025-11-28,22,6,"AAPL,GOOG,GOOGL,INTC,JNJ,NVDA"
2025-12-31,25,6,"FCX,GOOG,GOOGL,INTC,JNJ,MS"
2026-01-30,25,6,"FCX,GOOG,GOOGL,INTC,JNJ,MRK"
2026-02-27,20,6,"FCX,GOOG,GOOGL,INTC,JNJ,XOM"
2026-03-31,19,6,"CVX,FCX,INTC,JNJ,MRK,XOM"
2026-04-30,22,6,"CVX,GOOG,GOOGL,INTC,TGT,XOM"
2026-05-29,22,6,"EBAY,GOOG,GOOGL,INTC,TGT,UNH"
2026-06-30,21,6,"EBAY,GOOG,GOOGL,INTC,MS,UNH"
2026-07-31,24,6,"AAPL,BAC,INTC,MRK,TGT,UNH"
2026-08-31,25,6,"ABT,BAC,INTC,JNJ,MRK,TGT"
